"","Year","Area","Street","Street.2"
"821",2011,"Birmingham","bRd. st","bRd. st"
"822",2011,"Birmingham","BRd. St","BRd. St"
"823",2011,"Birmingham","BRd. St","BRd. St"
"824",2011,"Birmingham","BRd. St","BRd. St"
"825",2011,"Birmingham","BRd. St   Gas St.  City Centre","BRd. St  Gas St. City Centre"
"826",2011,"Birmingham","bRd. st bham",""
"827",2011,"Birmingham","bRd. st bham","bRd. st bham"
"828",2011,"Birmingham","BRd. St City Centre",""
"829",2011,"Birmingham","BRd. St city Centre Birmingham",""
"830",2011,"Birmingham","BRd. st     bham","BRd. st    bham"
"831",2011,"Birmingham","bRd. st   bham","bRd. st  bham"
"832",2011,"Birmingham","BRd. st   bham",""
"833",2011,"Birmingham","BRd. st   bham","BRd. st  bham"
"834",2011,"Birmingham","BRd. st   bham","BRd. st  bham"
"835",2011,"Birmingham","BRd. st   bham","BRd. st  bham"
"836",2011,"Birmingham","BRd. st  bham","BRd. st bham"
"837",2011,"Birmingham","BRd. st  bham","BRd. st bham"
"838",2011,"Birmingham","BRd. St  Birmingham",""
"839",2011,"Birmingham","BRd. St  Birmingham","BRd. St Birmingham"
"840",2011,"Birmingham","bRd. St  Birmingham","bRd. St Birmingham"
"841",2011,"Birmingham","BRd. St.","BRd. St."
"842",2011,"Birmingham","BRd. St.","BRd. St."
"843",2011,"Birmingham","bRd. street","bRd. street"
"844",2011,"Birmingham","BRd. St.","BRd. St."
"845",2011,"Birmingham","bRd. street","bRd. street"
"846",2011,"Birmingham","BRd. street",""
"847",2011,"Birmingham","BRd. St.","BRd. St."
"848",2011,"Birmingham","BRd. St.","BRd. St."
"849",2011,"Birmingham","BRd. St.","BRd. St."
"850",2011,"Birmingham","BRd. St.","BRd. St."
"851",2011,"Birmingham","BRd. St.","BRd. St."
"852",2011,"Birmingham","BRd. St.","BRd. St."
"853",2011,"Birmingham","BRd. St.","BRd. St."
"854",2011,"Birmingham","bRd. street","bRd. street"
"855",2011,"Birmingham","BRd. St.","BRd. St."
"856",2011,"Birmingham","BRd. St.","BRd. St."
"857",2011,"Birmingham","BRd. St.","BRd. St."
"858",2011,"Birmingham","BRd. St.","BRd. St."
"859",2011,"Birmingham","BRd. St.","BRd. St."
"860",2011,"Birmingham","bRd. street","bRd. street"
"861",2011,"Birmingham","BRd. St.","BRd. St."
"862",2011,"Birmingham","BRd. St.","BRd. St."
"863",2011,"Birmingham","BRd. street","BRd. street"
"864",2011,"Birmingham","BRd. St.","BRd. St."
"865",2011,"Birmingham","BRd. St.","BRd. St."
"866",2011,"Birmingham","BRd. St.","BRd. St."
"867",2011,"Birmingham","BRd. St.","BRd. St."
"868",2011,"Birmingham","BRd. St.","BRd. St."
"869",2011,"Birmingham","BRd. St.","BRd. St."
"870",2011,"Birmingham","BRd. St.","BRd. St."
"871",2011,"Birmingham","BRd. St.","BRd. St."
"872",2011,"Birmingham","BRd. St.","BRd. St."
"873",2011,"Birmingham","BRd. St.","BRd. St."
"874",2011,"Birmingham","BRd. St.","BRd. St."
"875",2011,"Birmingham","BRd. St.","BRd. St."
"876",2011,"Birmingham","BRd. St.","BRd. St."
"877",2011,"Birmingham","bRd. street","bRd. street"
"878",2011,"Birmingham","BRd. St.","BRd. St."
"879",2011,"Birmingham","bRd. street","bRd. street"
"880",2011,"Birmingham","BRd. St.","BRd. St."
"881",2011,"Birmingham","BRd. St.","BRd. St."
"882",2011,"Birmingham","BRd. St.","BRd. St."
"883",2011,"Birmingham","BRd. St.","BRd. St."
"884",2011,"Birmingham","BRd. St.","BRd. St."
"885",2011,"Birmingham","bRd. street","bRd. street"
"886",2011,"Birmingham","BRd. St.","BRd. St."
"887",2011,"Birmingham","BRd. St.","BRd. St."
"888",2011,"Birmingham","bRd. street","bRd. street"
"889",2011,"Birmingham","BRd. street","BRd. street"
"890",2011,"Birmingham","BRd. St.","BRd. St."
"891",2011,"Birmingham","bRd. street","bRd. street"
"892",2011,"Birmingham","BRd. St.","BRd. St."
"893",2011,"Birmingham","BRd. St.","BRd. St."
"894",2011,"Birmingham","BRd. St.","BRd. St."
"895",2011,"Birmingham","BRd. St.","BRd. St."
"896",2011,"Birmingham","bRd. street","bRd. street"
"897",2011,"Birmingham","BRd. St.","BRd. St."
"898",2011,"Birmingham","BRd. St.","BRd. St."
"899",2011,"Birmingham","BRd. street","BRd. street"
"900",2011,"Birmingham","BRd. St.","BRd. St."
"901",2011,"Birmingham","BRd. St.","BRd. St."
"902",2011,"Birmingham","BRd. St.","BRd. St."
"903",2011,"Birmingham","BRd. St.","BRd. St."
"904",2011,"Birmingham","BRd. St.","BRd. St."
"905",2011,"Birmingham","BRd. St.","BRd. St."
"906",2011,"Birmingham","BRd. St.","BRd. St."
"907",2011,"Birmingham","bRd. street","bRd. street"
"908",2011,"Birmingham","BRd. St.","BRd. St."
"909",2011,"Birmingham","BRd. St.","BRd. St."
"910",2011,"Birmingham","BRd. street","BRd. street"
"911",2011,"Birmingham","BRd. St.","BRd. St."
"912",2011,"Birmingham","BRd. St.","BRd. St."
"913",2011,"Birmingham","BRd. St.","BRd. St."
"914",2011,"Birmingham","BRd. St.","BRd. St."
"915",2011,"Birmingham","BRd. St.","BRd. St."
"916",2011,"Birmingham","BRd. St.","BRd. St."
"917",2011,"Birmingham","BRd. St.","BRd. St."
"918",2011,"Birmingham","BRd. St.","BRd. St."
"919",2011,"Birmingham","BRd. St.","BRd. St."
"920",2011,"Birmingham","BRd. St.","BRd. St."
"921",2011,"Birmingham","BRd. street","BRd. street"
"922",2011,"Birmingham","BRd. St.   City Centre",""
"923",2011,"Birmingham","bRd. street birmingham",""
"924",2011,"Birmingham","bRd. street birmingham","bRd. street birmingham"
"925",2011,"Birmingham","BRd. St. Birmingham","BRd. St. Birmingham"
"926",2011,"Birmingham","BRd. St. opposite Walkabout",""
"927",2011,"Birmingham","BRd. St. outside Roccocco",""
"928",2011,"Birmingham","BRd. St.  B ham","BRd. St. Bham"
"929",2011,"Birmingham","BRd. St.  B ham","BRd. St. Bham"
"930",2011,"Birmingham","BRd. St.  Birmingham","BRd. St. Birmingham"
"931",2011,"Birmingham","BRd. St.  Birmingham","BRd. St. Birmingham"
"932",2011,"Birmingham","BRd. St.  Birmingham","BRd. St. Birmingham"
"933",2011,"Birmingham","BRd. street  Birmingham","BRd. street Birmingham"
"934",2011,"Birmingham","BRd. St.  Birmingham","BRd. St. Birmingham"
"935",2011,"Birmingham","BRd. St.  Birmingham","BRd. St. Birmingham"
"936",2011,"Birmingham","BRd. St.  Birmingham","BRd. St. Birmingham"
"937",2011,"Birmingham","BRd. St.  Birmingham","BRd. St. Birmingham"
"938",2011,"Birmingham","BRd. St.  Birmingham","BRd. St. Birmingham"
"939",2011,"Birmingham","BRd. St.  Birmingham","BRd. St. Birmingham"
"940",2011,"Birmingham","BRd. St.  Birmingham","BRd. St. Birmingham"
"941",2011,"Birmingham","BRd. St.  Birmingham","BRd. St. Birmingham"
"942",2011,"Birmingham","BRd. St.  Birmingham","BRd. St. Birmingham"
"943",2011,"Birmingham","BRd. St.  Birmingham","BRd. St. Birmingham"
"944",2011,"Birmingham","BRd. St.  Birmingham","BRd. St. Birmingham"
"945",2011,"Birmingham","BRd. St.  Birmingham","BRd. St. Birmingham"
"946",2011,"Birmingham","BRd. St.  Birmingham","BRd. St. Birmingham"
"947",2011,"Birmingham","BRd. St.  Birmingham","BRd. St. Birmingham"
"948",2011,"Birmingham","BRd. St.  Birmingham","BRd. St. Birmingham"
"949",2011,"Birmingham","BRd. St.  Birmingham","BRd. St. Birmingham"
"950",2011,"Birmingham","BRd. St.  Birmingham","BRd. St. Birmingham"
"951",2011,"Birmingham","bROAD STREET  Birmingham","bROAD STREET Birmingham"
"952",2011,"Birmingham","BRd. St.  Birmingham","BRd. St. Birmingham"
"953",2011,"Birmingham","BRd. St.  Birmingham","BRd. St. Birmingham"
"954",2011,"Birmingham","BRd. St.  Birmingham","BRd. St. Birmingham"
"955",2011,"Birmingham","BRd. St.  Birmingham","BRd. St. Birmingham"
"956",2011,"Birmingham","BRd. street  Birmingham","BRd. street Birmingham"
"957",2011,"Birmingham","BRd. St.  Birmingham ","BRd. St. Birmingham"
"958",2011,"Birmingham","BRd. St.  City Centre","BRd. St. City Centre"
"959",2011,"Birmingham","BRd. St.  City Centre","BRd. St. City Centre"
"960",2011,"Birmingham","BRd. St.  City Centre","BRd. St. City Centre"
"961",2011,"Birmingham","BRd. St.  City Centre","BRd. St. City Centre"
"962",2011,"Birmingham","BRd. St.  City Centre","BRd. St. City Centre"
"963",2011,"Birmingham","BRd. St.  City Centre","BRd. St. City Centre"
"964",2011,"Birmingham","BRd. St.  City Centre","BRd. St. City Centre"
"965",2011,"Birmingham","BRd. St.  City Centre","BRd. St. City Centre"
"966",2011,"Birmingham","BRd. St.  City Centre","BRd. St. City Centre"
"967",2011,"Birmingham","BRd. St.  city centre",""
"968",2011,"Birmingham","BRd. St.  City Centre ","BRd. St. City Centre"
"969",2011,"Birmingham","BRd. St.  City Centre  Birmingham","BRd. St. City Centre Birmingham"
"970",2011,"Birmingham","BRd. St.  City Centre  Birmingham","BRd. St. City Centre Birmingham"
"971",2011,"Birmingham","BRd. St.  City Centre  Birmingham","BRd. St. City Centre Birmingham"
"972",2011,"Birmingham","BRd. St.  City Centre  Birmingham","BRd. St. City Centre Birmingham"
"973",2011,"Birmingham","BRd. St.  City Centre ","BRd. St. City Centre"
"974",2011,"Birmingham","BRd. St.  City Centre ","BRd. St. City Centre"
"975",2011,"Birmingham","BRd. St. City centre","BRd. St.City centre"
"976",2011,"Birmingham","BRd. St. City centre","BRd. St.City centre"
"977",2011,"Birmingham","BRd. St. City centre","BRd. St.City centre"
"978",2011,"Birmingham","BRd. St. ","BRd. St."
"979",2011,"Birmingham","BRd. St.  Birmingham","BRd. St. Birmingham"
"980",2011,"Birmingham","BRd. strret",""
"981",2011,"Birmingham","BRd.way Plaza  Ladywood Middleway","BRd.way Plaza Ladywood Middleway"
"982",2011,"Birmingham","Bromsgrove street  Birmingham","Bromsgrove street Birmingham"
"983",2011,"Birmingham","Brookvale Rd Witton",""
"984",2011,"Birmingham","Bull ring",""
"985",2011,"Birmingham","Bull Ring",""
"986",2011,"Birmingham","Bullring  City Centre ","Bullring City Centre"
"987",2011,"Birmingham","Burford Rd.  Kingstanding","Burford Rd. Kingstanding"
"988",2011,"Birmingham","Calshott Rd.  Great Barr","Calshott Rd. Great Barr"
"989",2011,"Birmingham","Camborne Close ","Camborne Close"
"990",2011,"Birmingham","Canal side  soho loop  handsworth","Canal side soho loop handsworth"
"991",2011,"Birmingham","Car park  AVFC","Car park AVFC"
"992",2011,"Birmingham","carrs lane",""
"993",2011,"Birmingham","Chiswell Rd.",""
"994",2011,"Birmingham","Church Vale Rd.",""
"995",2011,"Birmingham","City Hospita Dudley Rd.","City HospitaDudley Rd."
"996",2011,"Birmingham","City Hospital",""
"997",2011,"Birmingham","City hospital",""
"998",2011,"Birmingham","City Hospital","City Hospital"
"999",2011,"Birmingham","City Hospital","City Hospital"
"1000",2011,"Birmingham","City Hospital","City Hospital"
"1001",2011,"Birmingham","City Hospital","City Hospital"
"1002",2011,"Birmingham","City Hospital","City Hospital"
"1003",2011,"Birmingham","City Hospital Dudley Rd.",""
"1004",2011,"Birmingham","City Hospital  Birmingham","City Hospital Birmingham"
"1005",2011,"Birmingham","City Hospital  Birmingham","City Hospital Birmingham"
"1006",2011,"Birmingham","city Rd.  birmingham","city Rd. birmingham"
"1007",2011,"Birmingham","City Tavern",""
"1008",2011,"Birmingham","City Tavern Bishopsgate STm",""
"1009",2011,"Birmingham","claythorn avenue",""
"1010",2011,"Birmingham","College Rd.",""
"1011",2011,"Birmingham","Colmore Row",""
"1012",2011,"Birmingham","Colmore Row","Colmore Row"
"1013",2011,"Birmingham","Colmore Row  Birmingham","Colmore Row Birmingham"
"1014",2011,"Birmingham","Colmore Row  Birmingham ","Colmore Row Birmingham"
"1015",2011,"Birmingham","Constitution Hill  Birmingham","Constitution Hill Birmingham"
"1016",2011,"Birmingham","Corparation St.  Birmingham","Corparation St. Birmingham"
"1017",2011,"Birmingham","Corporation St",""
"1018",2011,"Birmingham","Corporation St.",""
"1019",2011,"Birmingham","Corporation St.","Corporation St."
"1020",2011,"Birmingham","Corporation street",""
"1021",2011,"Birmingham","Corporation St.","Corporation St."
"1022",2011,"Birmingham","Corporation St.  Birmingham","Corporation St. Birmingham"
"1023",2011,"Birmingham","Corporation St.  Birmingham","Corporation St. Birmingham"
"1024",2011,"Birmingham","Corporation St.  Birmingham","Corporation St. Birmingham"
"1025",2011,"Birmingham","Corporation St.  City Centre","Corporation St. City Centre"
"1026",2011,"Birmingham","Corporation St.  City Centre","Corporation St. City Centre"
"1027",2011,"Birmingham","Corporation St.  City Centre","Corporation St. City Centre"
"1028",2011,"Birmingham","Corporation St.  City centre ","Corporation St. City centre"
"1029",2011,"Birmingham","Corporation street ","Corporation street"
"1030",2011,"Birmingham","Coventry entrance BCFC",""
"1031",2011,"Birmingham","coventry Rd.",""
"1032",2011,"Birmingham","Coventry Rd.  Birmingham City FC","Coventry Rd. Birmingham City FC"
"1033",2011,"Birmingham","Dale End",""
"1034",2011,"Birmingham","Dale end",""
"1035",2011,"Birmingham","Dale End","Dale End"
"1036",2011,"Birmingham","Dale End","Dale End"
"1037",2011,"Birmingham","dale end birmingham",""
"1038",2011,"Birmingham","dale end city centre",""
"1039",2011,"Birmingham","Dale End  Birmingham","Dale End Birmingham"
"1040",2011,"Birmingham","Dale End  Birmingham","Dale End Birmingham"
"1041",2011,"Birmingham","Dale End  Birmingham","Dale End Birmingham"
"1042",2011,"Birmingham","ddora Rd.   Handsworth","ddora Rd.  Handsworth"
"1043",2011,"Birmingham","digbeth",""
"1044",2011,"Birmingham","Digbeth Coad Station",""
"1045",2011,"Birmingham","Digbeth High St.",""
"1046",2011,"Birmingham","Digbeth High St.","Digbeth High St."
"1047",2011,"Birmingham","Digbeth High stReet  city centre","Digbeth High stReet city centre"
"1048",2011,"Birmingham","dudley Rd.",""
"1049",2011,"Birmingham","Edgbaston St ","Edgbaston St"
"1050",2011,"Birmingham","edgbaston street",""
"1051",2011,"Birmingham","Edmund St.",""
"1052",2011,"Birmingham","Ernest street City Centre Birmingham",""
"1053",2011,"Birmingham","essex st",""
"1054",2011,"Birmingham","essex street  aston ","essex street aston"
"1055",2011,"Birmingham","Essex St.  Birmingham","Essex St. Birmingham"
"1056",2011,"Birmingham","Essex St.  City Centre","Essex St. City Centre"
"1057",2011,"Birmingham","Etap Hotel Foyer  Birmingham","Etap Hotel Foyer Birmingham"
"1058",2011,"Birmingham","Eva Rd.",""
"1059",2011,"Birmingham","Faisley St. City Centre",""
"1060",2011,"Birmingham","Five Ways  Birmingham","Five Ways Birmingham"
"1061",2011,"Birmingham","flood gate street birmingham",""
"1062",2011,"Birmingham","formula one hotel",""
"1063",2011,"Birmingham","Fox Hollies Rd.",""
"1064",2011,"Birmingham","Gas St.",""
"1065",2011,"Birmingham","gas street",""
"1066",2011,"Birmingham","gas street","gas street"
"1067",2011,"Birmingham","Gas St.","Gas St."
"1068",2011,"Birmingham","gas street","gas street"
"1069",2011,"Birmingham","Gas St. City centre","Gas St.City centre"
"1070",2011,"Birmingham","Gatecrasher BRd. St.","GatecrasherBRd. St."
"1071",2011,"Birmingham","Gatescrasher  Bishopsgate  Birmingham","Gatescrasher Bishopsgate Birmingham"
"1072",2011,"Birmingham","golden hind ph",""
"1073",2011,"Birmingham","Golden Hind Pub Kingstanding Rd.",""
"1074",2011,"Birmingham","Gooch St North",""
"1075",2011,"Birmingham","Grange Rd.",""
"1076",2011,"Birmingham","Grangers Lane Cradley Heath",""
"1077",2011,"Birmingham","Great Charles St.  City Centre","Great Charles St. City Centre"
"1078",2011,"Birmingham","Grosvenor Casino  Birmingham","Grosvenor Casino Birmingham"
"1079",2011,"Birmingham","Grotersley St.",""
"1080",2011,"Birmingham","HAGLEY ROAD",""
"1081",2011,"Birmingham","Hall Rd",""
"1082",2011,"Birmingham","Hall St.",""
"1083",2011,"Birmingham","Hamstead Rd.  Handsworth","Hamstead Rd. Handsworth"
"1084",2011,"Birmingham","Handsworth Park",""
"1085",2011,"Birmingham","Handsworth Police Station",""
"1086",2011,"Birmingham","Hawthorn Rd.  Kingstanding  Birmingham","Hawthorn Rd. Kingstanding Birmingham"
"1087",2011,"Birmingham","Heath Mill Lane",""
"1088",2011,"Birmingham","High St Harborne Birmingham",""
"1089",2011,"Birmingham","high st    digbeth",""
"1090",2011,"Birmingham","High st   digbeth","High st  digbeth"
"1091",2011,"Birmingham","high st  digbeth","high st digbeth"
"1092",2011,"Birmingham","High St.  City Centre ",""
"1093",2011,"Birmingham","High St. City Centre","High St.City Centre"
"1094",2011,"Birmingham","hilden Rd.",""
"1095",2011,"Birmingham","Hill St  Birmingham","Hill St Birmingham"
"1096",2011,"Birmingham","Hill St.",""
"1097",2011,"Birmingham","Hill St.  Birmingham","Hill St. Birmingham"
"1098",2011,"Birmingham","Hill St.  City Centre","Hill St. City Centre"
"1099",2011,"Birmingham","Hill St.  City Centre","Hill St. City Centre"
"1100",2011,"Birmingham","Hill St.  City Centre","Hill St. City Centre"
"1101",2011,"Birmingham","Hill St.  City Centre ","Hill St. City Centre"
"1102",2011,"Birmingham","Hockley Circus",""
"1103",2011,"Birmingham","Holiday Inn  Lionel St ","Holiday Inn Lionel St"
"1104",2011,"Birmingham","Holiday Inn  Smallbrook Queensway ","Holiday Inn Smallbrook Queensway"
"1105",2011,"Birmingham","Holiday St.",""
"1106",2011,"Birmingham","Holly Rd.",""
"1107",2011,"Birmingham","Holte St.  Gosta Green","Holte St. Gosta Green"
"1108",2011,"Birmingham","home address","home address"
"1109",2011,"Birmingham","Horsefair",""
"1110",2011,"Birmingham","Horsefair Bristol St",""
"1111",2011,"Birmingham","Humer Tower Francis St.","Humer TowerFrancis St."
"1112",2011,"Birmingham","Hurst",""
"1113",2011,"Birmingham","Hurst St",""
"1114",2011,"Birmingham","Hurst St City centre Birmingham",""
"1115",2011,"Birmingham","Hurst st   bham","Hurst st  bham"
"1116",2011,"Birmingham","Hurst St  Birminhgam","Hurst St Birminhgam"
"1117",2011,"Birmingham","Hurst St.","Hurst St."
"1118",2011,"Birmingham","hurst street",""
"1119",2011,"Birmingham","Hurst St.","Hurst St."
"1120",2011,"Birmingham","Hurst St.","Hurst St."
"1121",2011,"Birmingham","Hurst St.","Hurst St."
"1122",2011,"Birmingham","Hurst St.","Hurst St."
"1123",2011,"Birmingham","Hurst St.","Hurst St."
"1124",2011,"Birmingham","hurst street","hurst street"
"1125",2011,"Birmingham","Hurst St.","Hurst St."
"1126",2011,"Birmingham","Hurst St.","Hurst St."
"1127",2011,"Birmingham","hurst street","hurst street"
"1128",2011,"Birmingham","Hurst St.","Hurst St."
"1129",2011,"Birmingham","Hurst St.","Hurst St."
"1130",2011,"Birmingham","Hurst St.","Hurst St."
"1131",2011,"Birmingham","Hurst St.","Hurst St."
"1132",2011,"Birmingham","hurst street","hurst street"
"1133",2011,"Birmingham","Hurst St.","Hurst St."
"1134",2011,"Birmingham","Hurst St.","Hurst St."
"1135",2011,"Birmingham","Hurst St.","Hurst St."
"1136",2011,"Birmingham","Hurst St.","Hurst St."
"1137",2011,"Birmingham","Hurst St.","Hurst St."
"1138",2011,"Birmingham","Hurst St.","Hurst St."
"1139",2011,"Birmingham","Hurst St.","Hurst St."
"1140",2011,"Birmingham","Hurst St.  Birmingham","Hurst St. Birmingham"
"1141",2011,"Birmingham","Hurst St.  Birmingham","Hurst St. Birmingham"
"1142",2011,"Birmingham","Hurst St.  Birmingham","Hurst St. Birmingham"
"1143",2011,"Birmingham","Hurst St.  Birmingham","Hurst St. Birmingham"
"1144",2011,"Birmingham","hurst St.  Birmingham","hurst St. Birmingham"
"1145",2011,"Birmingham","Hurst St.  City Center","Hurst St. City Center"
"1146",2011,"Birmingham","Hurst St.  City Centre ","Hurst St. City Centre"
"1147",2011,"Birmingham","Hurst St. City centre","Hurst St.City centre"
"1148",2011,"Birmingham","Hurst St. City centre","Hurst St.City centre"
"1149",2011,"Birmingham","IBIS Hotel",""
"1150",2011,"Birmingham","ICC",""
"1151",2011,"Birmingham","ICC  bRd. St.","ICC bRd. St."
"1152",2011,"Birmingham","in arcadian centre bham",""
"1153",2011,"Birmingham","Inge St.",""
"1154",2011,"Birmingham","Inge St.   Hurst St.","Inge St.  Hurst St."
"1155",2011,"Birmingham","Islington Row  city centre","Islington Row city centre"
"1156",2011,"Birmingham","Islington Row  Middleway","Islington Row Middleway"
"1157",2011,"Birmingham","James Watt Queensway  Birmingham","James Watt Queensway Birmingham"
"1158",2011,"Birmingham","Kent St.",""
"1159",2011,"Birmingham","Kingstanding Rd.",""
"1160",2011,"Birmingham","Kingstanding Rd.","Kingstanding Rd."
"1161",2011,"Birmingham","Lady well walk  City Centre ","Lady well walk City Centre"
"1162",2011,"Birmingham","Ladywell Walk","Ladywell Walk"
"1163",2011,"Birmingham","Ladywell Walk","Ladywell Walk"
"1164",2011,"Birmingham","ladywell walk",""
"1165",2011,"Birmingham","Ladywell Walk","Ladywell Walk"
"1166",2011,"Birmingham","Ladywell walk",""
"1167",2011,"Birmingham","Ladywell walk","Ladywell walk"
"1168",2011,"Birmingham","Ladywell Walk","Ladywell Walk"
"1169",2011,"Birmingham","Ladywell Walk","Ladywell Walk"
"1170",2011,"Birmingham","Ladywell walk  Birmingham","Ladywell walk Birmingham"
"1171",2011,"Birmingham","Lattimer Place Winson Green",""
"1172",2011,"Birmingham","Lee Longlands   BRd. St.  Birmingham","Lee Longlands  BRd. St. Birmingham"
"1173",2011,"Birmingham","Linwood Rd H worth","Linwood Rd Hworth"
"1174",2011,"Birmingham","Lloyds Bar       BRd. St.","Lloyds Bar BRd. St."
"1175",2011,"Birmingham","Lloyds Bar  BRd. St.","Lloyds Bar BRd. St."
"1176",2011,"Birmingham","Lodge Rd Winson Green",""
"1177",2011,"Birmingham","loft lounge",""
"1178",2011,"Birmingham","Long Acre  Nechells",""
"1179",2011,"Birmingham","lower bull street",""
"1180",2011,"Birmingham","lower bull street","lower bull street"
"1181",2011,"Birmingham","Lower parade  Sutton","Lower parade Sutton"
"1182",2011,"Birmingham","Lower Parade  Sutton Coldfield","Lower Parade Sutton Coldfield"
"1183",2011,"Birmingham","Macdonalds  Bordesley Green East","Macdonalds Bordesley Green East"
"1184",2011,"Birmingham","Macdonalds  ramp  city centre  Birmingham","Macdonalds ramp city centre Birmingham"
"1185",2011,"Birmingham","Mailbox  Birmingham","Mailbox Birmingham"
"1186",2011,"Birmingham","Mcdonald St.  birmingham","Mcdonald St. birmingham"
"1187",2011,"Birmingham","Millward Close  small Heath","Millward Close small Heath"
"1188",2011,"Birmingham","Mono Bar  Arcadian Centre","Mono Bar Arcadian Centre"
"1189",2011,"Birmingham","Mono Bar Ladywell Walk  City Centre","Mono BarLadywell Walk City Centre"
"1190",2011,"Birmingham","moor st",""
"1191",2011,"Birmingham","moor street",""
"1192",2011,"Birmingham","Moor St. Entance to Bull Ring",""
"1193",2011,"Birmingham","Moore St.  Birmingham","Moore St. Birmingham"
"1194",2011,"Birmingham","Moore St.  City Centre  Birmingham","Moore St. City Centre Birmingham"
"1195",2011,"Birmingham","Moseley park Alcester St.","Moseley parkAlcester St."
"1196",2011,"Birmingham","navigation St  Birmingham","navigation St Birmingham"
"1197",2011,"Birmingham","Navigation St.",""
"1198",2011,"Birmingham","Near to Hair   Beauty  Soho Rd.","Near to Hair  Beauty Soho Rd."
"1199",2011,"Birmingham","New Meeting St. City centre","New Meeting St.City centre"
"1200",2011,"Birmingham","New St",""
"1201",2011,"Birmingham","New St B ham City Centre","New St Bham City Centre"
"1202",2011,"Birmingham","New St City Centre",""
"1203",2011,"Birmingham","new st railway station",""
"1204",2011,"Birmingham","new st railway station","new st railway station"
"1205",2011,"Birmingham","new st railway station","new st railway station"
"1206",2011,"Birmingham","New St  Birmingham","New St Birmingham"
"1207",2011,"Birmingham","New St.",""
"1208",2011,"Birmingham","New St.","New St."
"1209",2011,"Birmingham","New St.","New St."
"1210",2011,"Birmingham","New street",""
"1211",2011,"Birmingham","New St.","New St."
"1212",2011,"Birmingham","New St.","New St."
"1213",2011,"Birmingham","new street","new street"
"1214",2011,"Birmingham","New St.","New St."
"1215",2011,"Birmingham","New St.   Stephenson St.","New St.  Stephenson St."
"1216",2011,"Birmingham","New St. city centre  Birmingham","New St. city centre Birmingham"
"1217",2011,"Birmingham","new street railwaty",""
"1218",2011,"Birmingham","New St. station",""
"1219",2011,"Birmingham","New St. Station",""
"1220",2011,"Birmingham","New St. Station","New St. Station"
"1221",2011,"Birmingham","New St. Station","New St. Station"
"1222",2011,"Birmingham","New St. Station  Birmingham","New St. Station Birmingham"
"1223",2011,"Birmingham","New St. station  station approach","New St. station station approach"
"1224",2011,"Birmingham","New St.  Birmingham","New St. Birmingham"
"1225",2011,"Birmingham","New St.  Birmingham","New St. Birmingham"
"1226",2011,"Birmingham","New St.  Birmingham","New St. Birmingham"
"1227",2011,"Birmingham","New St.  City Centre","New St. City Centre"
"1228",2011,"Birmingham","New St.  City Centre","New St. City Centre"
"1229",2011,"Birmingham","New St.  City Centre","New St. City Centre"
"1230",2011,"Birmingham","New St.  City Centre ","New St. City Centre"
"1231",2011,"Birmingham","Newtown Housing Centre",""
"1232",2011,"Birmingham","Newtown Row",""
"1233",2011,"Birmingham","Next Clearance Store  Corporation St. ","Next Clearance Store Corporation St."
"1234",2011,"Birmingham","Nineva Rd. ayt Soho Rd",""
"1235",2011,"Birmingham","Not known",""
"1236",2011,"Birmingham","o/s Bham crown court",""
"1237",2011,"Birmingham","O/s Flairs BRd. St.",""
"1238",2011,"Birmingham","o/s Flares club  BRd. St  Birmingham","o/s Flares club BRd. St Birmingham"
"1239",2011,"Birmingham","O/S Gatecrasher BRd. St.",""
"1240",2011,"Birmingham","O/S McDonalds  Ramp  City Centre","O/S McDonalds Ramp City Centre"
"1241",2011,"Birmingham","O/s new street station",""
"1242",2011,"Birmingham","O/S Oceania  Ladywell Walk  Birmingham","O/S Oceania Ladywell Walk Birmingham"
"1243",2011,"Birmingham","o/s Reflex BRd. St.  City Centre","o/s Reflex BRd. St. City Centre"
"1244",2011,"Birmingham","o/s The Crown PH Station Rd.",""
"1245",2011,"Birmingham","O/s Walkabout BRd. St.",""
"1246",2011,"Birmingham","o2 Academy",""
"1247",2011,"Birmingham","O2 Academy  Horsefair ","O2 Academy Horsefair"
"1248",2011,"Birmingham","Oh Bar  BRd. St.  Birmingham","Oh Bar BRd. St. Birmingham"
"1249",2011,"Birmingham","O Neils  BRd. St.  Birmingham","ONeils BRd. St. Birmingham"
"1250",2011,"Birmingham","OS Birmingham Magistrates Court",""
"1251",2011,"Birmingham","os dubliner ph",""
"1252",2011,"Birmingham","Outside Bliss  BRd. St.",""
"1253",2011,"Birmingham","Outside Bliss nightclub ","Outside Bliss nightclub"
"1254",2011,"Birmingham","Outside Bliss nightclub ","Outside Bliss nightclub"
"1255",2011,"Birmingham","Outside Bliss BRd. St.","Outside BlissBRd. St."
"1256",2011,"Birmingham","Outside O Velvet  BRd. St ","Outside O Velvet BRd. St"
"1257",2011,"Birmingham","Outside Oceana Club",""
"1258",2011,"Birmingham","outside reflex nightclub",""
"1259",2011,"Birmingham","Outside Revolution Bridge St Walsal",""
"1260",2011,"Birmingham","outside rocket club bRd. st",""
"1261",2011,"Birmingham","Outside walkabout BRd. St.","Outside walkaboutBRd. St."
"1262",2011,"Birmingham","O Velvet  Nightclub  BRd. St  Birmingham","OVelvet Nightclub BRd. St Birmingham"
"1263",2011,"Birmingham","Oxhill Rd.",""
